,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
864,lsmdc1047_Defiance-91331,10162,"Groggily he looks at the sleeping people all around him. Picking up the bottle, he",Groggily he looks at the sleeping people all around him.,"Picking up the bottle, he",gold,staggers to his feet.,grabs his ankle just before releasing it.,blows it around the vending machine for a moment.,goes out to admire the door.,0
865,lsmdc1047_Defiance-91331,10164,Someone siting broodily starring into the space. Someone,Someone siting broodily starring into the space.,Someone,gold,"stands, then walks up the stairs and catches his chain, eyes narrowing.",hands his brother the bottle.,"'s feet and arms jerk back as he lands, beside the topcoat.","leans in, then lets it down and he clenches his battered jaws.",1
866,lsmdc1047_Defiance-91331,10163,"Picking up the bottle, he staggers to his feet. Then","Picking up the bottle, he staggers to his feet.",Then,gold,", the light is emanating from powder as he dances.",takes off his regretful cap.,notices smoke from a small fire.,slips underneath his cloak and pulls out their feelings action figures.,2
867,lsmdc1047_Defiance-91331,10163,"Picking up the bottle, he staggers to his feet. Then","Picking up the bottle, he staggers to his feet.",Then,gen,", the light is emanating from powder as he dances.",slips underneath his cloak and pulls out their feelings action figures.,does this as best he can.,takes off his regretful cap.,2
868,anetv__R-jA9hOFCE,9309,Shots of people on a boat are shown that leads from steering the boat to hanging off the front. More shots,Shots of people on a boat are shown that leads from steering the boat to hanging off the front.,More shots,gen,are shown of people riding around on boats.,are shown of people riding around on the rapids as well as sail with arms and ending with people.,are shown of people playing and sitting on their tubes as well as knocking out more shots.,of the group wrapping and the man puts the boy in the raft again.,0
869,anetv__R-jA9hOFCE,16580,A large boat is shown riding on the water as well as a beach and people swimming underwater. Several shots,A large boat is shown riding on the water as well as a beach and people swimming underwater.,Several shots,gen,are shown of divers falling in the water skiing behind a boat.,are shown of people surfing riding on an inflatable as others watch on the sides and the people ride more and continue riding around.,are shown of the man playing a surfboard and jumping over the water with a man in a group.,are then shown of a kite riding along the water and playing the waves.,1
870,anetv__R-jA9hOFCE,9309,Shots of people on a boat are shown that leads from steering the boat to hanging off the front. More shots,Shots of people on a boat are shown that leads from steering the boat to hanging off the front.,More shots,gold,of the group wrapping and the man puts the boy in the raft again.,are shown of people playing and sitting on their tubes as well as knocking out more shots.,are shown of the people enjoying the boat as well as walking on an island.,are shown of people riding around on the rapids as well as sail with arms and ending with people.,2
871,anetv__R-jA9hOFCE,9310,More shots are shown of the people enjoying the boat as well as walking on an island. They,More shots are shown of the people enjoying the boat as well as walking on an island.,They,gold,scenes of them win community demonstrations and instruments together.,guide one person pass very high and speak to the camera speaking.,"wind surf, jump off boats, dance, ride motorcycles, and walk along sandy beaches all in one montage.",continue playing and up and down the river.,2
872,anetv__R-jA9hOFCE,16580,A large boat is shown riding on the water as well as a beach and people swimming underwater. Several shots,A large boat is shown riding on the water as well as a beach and people swimming underwater.,Several shots,gold,are shown of the man playing a surfboard and jumping over the water with a man in a group.,are shown of divers falling in the water skiing behind a boat.,are shown of people riding boats and swimming in the water as well as drinking and dancing.,are then shown of a kite riding along the water and playing the waves.,2
873,anetv__Boy9qJLibI,4334,A Google map shows different city locations. Teammates in jumpsuits,A Google map shows different city locations.,Teammates in jumpsuits,gold,run navigate through a course of wooden crate obstacles aiming paintball guns.,are shown with a bike.,flashback of their respective hunts watching a marquee with a video scoreboard.,are playing inside a croquet game.,0
874,anetv__Boy9qJLibI,4333,A graphic is seen with logo title. A Google map,A graphic is seen with logo title.,A Google map,gold,appears overlayed from the screen.,shows different city locations.,appears before the first screen.,starts leading in the film screen.,1
875,anetv__Boy9qJLibI,4337,The men fill their gun hoppers with ammo. The teammates,The men fill their gun hoppers with ammo.,The teammates,gold,enter from someone's office.,"raise a security guard as they speed over the dividing machine, then shoot away.",run through and desperately playing hockey.,navigate through a course with inflatable obstacles aiming for opponents.,3
876,anetv__Boy9qJLibI,4338,The teammates navigate through a course with inflatable obstacles aiming for opponents. A man,The teammates navigate through a course with inflatable obstacles aiming for opponents.,A man,gold,rides by kids in the background around a parking lot.,is hit in the face mask to end the game.,does a high back flip but performs a high future routine.,waves their pole at water and the motocross riders appear.,1
877,anetv__Boy9qJLibI,4336,The men receive gear from a rental shop including clothes and weapons. The two teams,The men receive gear from a rental shop including clothes and weapons.,The two teams,gold,walk in a line together entering the course to play.,put on two boats of floats in the sail and sail.,start going on bikes and start to ring.,take countries and graffitied together.,0
878,anetv__Boy9qJLibI,4335,Teammates in jumpsuits run navigate through a course of wooden crate obstacles aiming paintball guns. The men,Teammates in jumpsuits run navigate through a course of wooden crate obstacles aiming paintball guns.,The men,gen,throw their weapons and interviews other people who are behind one club.,go down a choppy river and race over to the tanker.,join the fighting men and hug in a canoe.,"retrieve the object over the paintball game, until one block.",3
879,anetv_cMuQUTKMc0k,17386,A computer graphic newspaper mockup is shown. The camera,A computer graphic newspaper mockup is shown.,The camera,gen,shows articles on the screen in front of a microphone.,shows celebrities while work a building.,catches someone in various buildings of casinos.,is covered with knives in clip.,1
880,anetv_cMuQUTKMc0k,17945,An introduction comes onto the screen for a video about ice cream. Some people,An introduction comes onto the screen for a video about ice cream.,Some people,gold,are around their demonstrating how to apply lipstick over a wall.,are standing by an ice cream truck talking about getting some ice cream.,are sitting on a green court with a tube with red letters on it.,are on a big field holding a stick and talk to the camera.,1
881,anetv_cMuQUTKMc0k,17947,"They walk up to the truck window and get their ice cream. As they eat the ice cream, they",They walk up to the truck window and get their ice cream.,"As they eat the ice cream, they",gold,talk among each other.,leave the bar and set down onto a golf deck.,get to the next home.,face one another and almost dialing each other.,0
882,anetv_cMuQUTKMc0k,17948,"As they eat the ice cream, they talk among each other. The video","As they eat the ice cream, they talk among each other.",The video,gold,ends with the closing credits.,ends with the results from video shown.,ends with the words written on the screen.,ends with girlish closing captions shown on the screen.,0
883,anetv_cMuQUTKMc0k,17386,A computer graphic newspaper mockup is shown. The camera,A computer graphic newspaper mockup is shown.,The camera,gold,is covered with knives in clip.,catches someone in various buildings of casinos.,shows articles on the screen in front of a microphone.,"pans around a busy street view, including closeups of two individuals.",3
884,anetv_cMuQUTKMc0k,17948,"As they eat the ice cream, they talk among each other. The video","As they eat the ice cream, they talk among each other.",The video,gen,ends with the results from video shown.,ends with girlish closing captions shown on the screen.,ends with the words written on the screen.,ends with the closing titles in front of the tv.,3
