video-id,fold-ind,startphrase,gold-ending,distractor-0,distractor-1,distractor-2,distractor-3,gold-source,gold-type,distractor-0-type,distractor-1-type,distractor-2-type,distractor-3-type,sent1,sent2
lsmdc3054_PERCY_JACKSON_LIGHTENING_THIEF-26009,19363,Someone turns away and closes his eyes. Someone,slings his backpack over his shoulder as he leaves the boathouse.,catches the an as it cruises through an open field.,drives down a hill and runs down a steep mountainside.,watches his security guard climb over her shoulder.,picks up the tape and holds it down to someone.,gold1-orig,pos,unl,unl,unl,unl,Someone turns away and closes his eyes.,Someone
lsmdc3054_PERCY_JACKSON_LIGHTENING_THIEF-26009,19362,The satyr meets his friends gaze and nods. Someone,taps the defeated brother's head.,takes a few steps toward the swimmer.,"rolls to the driver's side, and trips.",addresses the transmitter in a military retreat.,rises and takes off with someone.,gen-orig,pos,unl,pos,pos,pos,The satyr meets his friends gaze and nods.,Someone
lsmdc3054_PERCY_JACKSON_LIGHTENING_THIEF-26009,19363,Someone turns away and closes his eyes. Someone,turns to someone who drops his smile at the ground.,catches the an as it cruises through an open field.,drives down a hill and runs down a steep mountainside.,watches his security guard climb over her shoulder.,picks up the tape and holds it down to someone.,gen-orig,pos,unl,unl,unl,unl,Someone turns away and closes his eyes.,Someone
anetv_cqHWqXRkUfU,3128,Several people are standing outside in a snow with tubes in front of them. Two people then,get in the tubes and are pushed down the slopes.,begin to play a game of tug of war on the surface of a race.,walk along a lake and continue crossing rocks.,ride through a snowy hill where they are being filmed.,go down the hill of snow.,gold0-orig,pos,unl,unl,unl,pos,Several people are standing outside in a snow with tubes in front of them.,Two people then
lsmdc1026_Legion-5647,2679,She sits alone in the kitchen with her feet up. She,looks up and smiles at someone.,looks up her list on her list.,sits at her desk.,smiles approvingly and starts to sink three at the same time.,"stares at her door, then sits up stiffly.",gold1-orig,pos,unl,unl,unl,pos,She sits alone in the kitchen with her feet up.,She
lsmdc1026_Legion-5647,2680,She looks up and smiles at someone. She,smiles and steps away.,"reaches down, grabs someone by the hand, and tosses someone around.",dashes past him to a nearby passenger desk.,opens a door and sits in a tinted chair on a porch.,,gen-orig,pos,unl,pos,pos,n/a,She looks up and smiles at someone.,She
lsmdc1026_Legion-5647,2676,"Standing in the bathroom, someone lights a cigarette and has a puff. By the light of a lantern and a couple of candles, she",goes upside down and flails wildly out of the car behind him.,walks up the bathroom and closes a button that opens the door of the kitchen.,sticks her cigarette out to her mouth and carelessly removes her wand.,"strides along the sunlight into the frat room, wearing his coat and jeans.",,gen-orig,unl,unl,unl,unl,n/a,"Standing in the bathroom, someone lights a cigarette and has a puff.","By the light of a lantern and a couple of candles, she"
lsmdc1026_Legion-5647,2678,"She stamps on the cigarette, grabs her jacket, and walks out. She",sits alone in the kitchen with her feet up.,"gets to the next morning, looks out at someone.",morphs back to reveal a polka dot dot.,rolls her eyes.,,gold1-orig,pos,unl,unl,pos,n/a,"She stamps on the cigarette, grabs her jacket, and walks out.",She
lsmdc1026_Legion-5647,2678,"She stamps on the cigarette, grabs her jacket, and walks out. She",takes someone's hand.,"gets to the next morning, looks out at someone.",morphs back to reveal a polka dot dot.,rolls her eyes.,,gen-orig,pos,unl,unl,pos,n/a,"She stamps on the cigarette, grabs her jacket, and walks out.",She
lsmdc1026_Legion-5647,2679,She sits alone in the kitchen with her feet up. She,removes his glasses and gestures at someone.,looks up her list on her list.,sits at her desk.,smiles approvingly and starts to sink three at the same time.,"stares at her door, then sits up stiffly.",gen-orig,pos,unl,unl,unl,pos,She sits alone in the kitchen with her feet up.,She
lsmdc1026_Legion-5647,2680,She looks up and smiles at someone. She,takes her feet off the chair.,dashes past him to a nearby passenger desk.,"reaches down, grabs someone by the hand, and tosses someone around.","swings herself up off the bars and leans back against the bed, throwing a arms around him.",opens a door and sits in a tinted chair on a porch.,gold0-reannot,pos,unl,unl,unl,pos,She looks up and smiles at someone.,She
lsmdc1026_Legion-5647,2676,"Standing in the bathroom, someone lights a cigarette and has a puff. By the light of a lantern and a couple of candles, she",regards her pretty face in the mirror for a moment.,walks up the bathroom and closes a button that opens the door of the kitchen.,sticks her cigarette out to her mouth and carelessly removes her wand.,"strides along the sunlight into the frat room, wearing his coat and jeans.",,gold0-reannot,pos,unl,unl,unl,n/a,"Standing in the bathroom, someone lights a cigarette and has a puff.","By the light of a lantern and a couple of candles, she"
lsmdc1026_Legion-5647,2677,"She gently runs her thumb over her pregnant belly, then throws down the cigarette sharply. She","stamps on the cigarette, grabs her jacket, and walks out.",minimizes her jewelry company notes.,gets out of the car and out onto the street.,stop playing and someone smiles.,"pulls over a sweater and heads into an apartment carrying the sister purse, suspiciously.",gold0-reannot,pos,unl,unl,unl,unl,"She gently runs her thumb over her pregnant belly, then throws down the cigarette sharply.",She
anetv_MlnK2sa7mm4,7077,He plays the harmonica a bit and pauses to speak to the camera. He,continues playing and speaking in between.,stops playing and looks off into the distance.,opens the harmonica and holding it around to play.,continues playing the violin in front of the camera.,puts his flute back and continues talking to the camera.,gold0-orig,pos,unl,unl,unl,unl,He plays the harmonica a bit and pauses to speak to the camera.,He
anetv_MlnK2sa7mm4,8424,He explains the mechanics of playing a harmonica. He,plays numerous little tunes for the camera.,"plays the match with a bow and pull out his hair, then play.",smokes the same time and walks outside at the end.,shows how to play a violin.,continues playing the tune.,gold1-orig,pos,unl,unl,pos,pos,He explains the mechanics of playing a harmonica.,He
anetv_MlnK2sa7mm4,8423,A man wearing a hat is talking to the camera. He,shows how to fix a wall.,continues to play a soccer game.,starts playing tennis on a ping pong table.,is playing a saxophone in front of a large crowd of people.,is demonstrating how to use a hose.,gen-orig,pos,unl,pos,pos,pos,A man wearing a hat is talking to the camera.,He
anetv_MlnK2sa7mm4,8423,A man wearing a hat is talking to the camera. He,explains the mechanics of playing a harmonica.,continues to play a soccer game.,starts playing tennis on a ping pong table.,is playing a saxophone in front of a large crowd of people.,is demonstrating how to use a hose.,gold1-orig,pos,unl,pos,pos,pos,A man wearing a hat is talking to the camera.,He
anetv_MlnK2sa7mm4,7076,A man is seen speaking to the camera and holding up a harmonica. He,plays the harmonica a bit and pauses to speak to the camera.,speaks to the camera as well as being set in a patch of grass and begins speaking behind the camera.,is playing a instrument in front of individual.,then begins playing the saxophone and speaking to the camera.,begins playing the instrument with another one and ends by speaking.,gold0-orig,pos,unl,unl,unl,pos,A man is seen speaking to the camera and holding up a harmonica.,He
anetv_MlnK2sa7mm4,8424,He explains the mechanics of playing a harmonica. He,continues to play while pausing to speak.,"plays the match with a bow and pull out his hair, then play.",smokes the same time and walks outside at the end.,shows how to play a violin.,continues playing the tune.,gen-orig,pos,unl,unl,pos,pos,He explains the mechanics of playing a harmonica.,He
anetv__0mR06FcftE,8564,She turns on the tap and washes the baking soda off of the sink. Then she,takes some vinegar on the wash cloth and wipes the sink down with it.,cleans the towel in the sink and submerges the cloth.,puts the sponge faucet and then uses water to scrub her face in sure an ironing sheet is still into the cleaning.,"gets a clean lather with wash, also hit it down to clean it and wash it.",pours soap she takes some powder and puts the box in the sink.,gold0-orig,pos,unl,unl,pos,pos,She turns on the tap and washes the baking soda off of the sink.,Then she
anetv__0mR06FcftE,8560,"A woman is doing a tutorial on how to clean a kitchen sink with baking soda, a toothbrush and cloth rag. She first",takes some baking soda on the rag and scrubs it on the sink.,shows how to clean the sink in the drain.,brushed it on the clothing using tissue paper.,"takes something from the glass, and then puts a wet towel in the sink.",pours the contents into the sink.,gold0-orig,pos,unl,unl,unl,pos,"A woman is doing a tutorial on how to clean a kitchen sink with baking soda, a toothbrush and cloth rag.",She first
anetv__0mR06FcftE,8561,She first takes some baking soda on the rag and scrubs it on the sink. Then she,takes the toothbrush and dips it in the baking soda.,takes something to brush her teeth and scrubs it and rinse it.,flattens the paper on a conditioning dryer and dries it off.,cleans a washed rag down the drain counter with just the scrubbing piece and tapes it in with a towel.,,gold0-orig,pos,unl,unl,pos,n/a,She first takes some baking soda on the rag and scrubs it on the sink.,Then she
